categories|titles|contents|urls
莫德納|中市死亡數飆新高＋7540本土病例 增10中重症、18死|中央流行疫情指揮中心日前公布最新的預防接種受害救濟審議結果，其中有49件與新冠疫苗相關，36件排除與疫苗相關不予救濟。一名居住於彰化縣的男性民眾，接種莫德納疫苗後4日死亡，因無法排除與疫苗之關聯性，最終核予救濟金50萬元，為本次救濟金額最多的個案。衛福部預防接種受害救濟審議小組（VICP）2月17日召開會議進行案件審議，最終有7件獲核予救濟金、1件給予醫療補助、5件因進行病理解剖核予喪葬補助30萬元。49件申請案件中，有33件為接種AZ疫苗，其餘15件為接種莫德納，另有1例接種高端，2件接種莫德納的個案因出現心肌梗塞等相關心血管疾病致死，無法排除與疫苗相關，分別依據審議辦法核予50萬、30萬的救濟金。接種AZ疫苗獲核予救濟金的個案共有5件，大多與血栓相關，分別獲1至5萬元不等的救濟金或醫療補助；另有一例個案接種高端疫苗後死亡，其死因為致心律不整性右心室心肌病變，但審議小組認為，個案死因與疫苗無關，應是其他潛在疾病造成，由於個案曾接受病理解剖，仍核予30萬元喪葬補助。韓國新增確診全球第一 指揮中心下令：22日起入境落地採檢烏克蘭抗俄關鍵教訓 美上將：讓大陸不敢立即攻台台灣前通訊兵赴烏參戰！ 花5萬買裝備：俄羅斯太過分了|https://news.google.com/articles/CAIiEEu53AzCRSvdtjlWBXYCDnwqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUzMDAwMjkyMi0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|尚青論壇》「兒童莫德納」恐陷「疫苗醫源病」（蔡哲明）|桃園為衝高疫苗覆蓋率，自12日起連續5天開設社區疫苗接種站，單日打BNT、雙日打莫德納，不過兩者相較下，BNT顯得相當冷清。桃園市長鄭文燦14日前往慈濟八德靜思堂社區接種站視察，他表示，昨天施打莫德納疫苗，八德靜思堂社區接種站昨天共替2896人接種疫苗，為全市最多。桃園市長鄭文燦14日前往慈濟八德靜思堂社區接種站視察。（陳夢茹攝）BNT12日接種1萬2407人、莫德納昨日接種3萬9508人，可見莫德納接種數足足高出3倍，打氣超旺。台北榮總桃園分院醫護團隊進駐八德靜思堂協助施打疫苗，12日BNT打了800多人，昨天莫德納打了2896人，有志工直呼「有人5點就來排莫德納疫苗，7點排隊人潮早已繞建築物1圈，人潮相當踴躍！」。單日打BNT、雙日打莫德納，不過兩者相較下，BNT顯得相當冷清。（陳夢茹攝）稍早更遇到1對老夫妻，原要拿出小黃卡給志工，準備排隊施打疫苗，豈料才發現今天是打BNT，連忙跟志同揮手表示今天不打了，明天再來，志工也無奈笑笑表示「這情形很常見」。鄭文燦說，無論是BNT還是莫德納都屬mRNA疫苗，效用都有經過國際認證，不須特別挑選要施打哪種疫苗。媒體問及，是否擔心明天打莫德納疫苗又塞車、爆發搶打潮？鄭文燦回應，今天社區接種站總計開設開20站、15日開設34站、16日開設25站，尤其15日打莫德納疫苗站數較多可做到分流，他再次強調，不需要搶，一定都可以打到疫苗。莫德納要5萬只來2萬 中市20期不開放莫粉預約搶不到莫德納有救了！莊人祥：下周一有新貨到莫德納疫苗不足 侯友宜：中央20期分配多是BNT|https://news.google.com/articles/CBMiOGh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL29waW5pb24vMjAyMjA0MjMwMDEyODUtMjYyMTE00gE8aHR0cHM6Ly93d3cuY2hpbmF0aW1lcy5jb20vYW1wL29waW5pb24vMjAyMjA0MjMwMDEyODUtMjYyMTE0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|憂心臟發炎風險 冰島停打莫德納疫苗為北歐第五國|兩批疫苗同日到貨！中央流行疫情指揮中心表示，今年第七批採購Moderna疫苗111.55萬劑，將於今日下午抵達桃園國際機場。另外，首批輝瑞BNT兒童疫苗也在今天清晨抵台，共2000劑。陳時中說明，輝瑞BNT兒童疫苗2000劑是作為檢測、實驗用，不是用於廣泛施打，這一批是不用錢的；至於兒童族群何時開打，則要等到這一批77萬劑兒童疫苗進貨時間定了，就會和大家做報告，之後再按照時程來走。指揮中心表示，今年第七批採購Moderna疫苗111.55萬劑，將於今日下午抵達桃園國際機場，完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。本批效期至2022年8月20日。指揮中心說明，我國已於2021年7月22日與美國Moderna公司簽署2年共3,500萬劑COVID-19疫苗之供應合約，今年預定供應2,000萬劑疫苗，目前共有793.51萬劑到貨，分別為首批1月25日151.21萬劑、第二批2月15日140.48萬劑、第三批2月27日122.46萬劑、第四批4月23日20.04萬劑、第五批4月27日137.16萬劑、第六批5月3日110.61萬劑及本批111.55萬劑。2女兒打兒童莫德納 她曝3大症狀：全程沒發燒確診國中妹居隔落跑爽喊「放風ㄌ」新北不罰理由曝光新北居隔人數衝破4萬創新高 侯友宜：居隔要轉型|https://news.google.com/articles/CAIiEDQ34BxxZSFL7AilKX-k_NwqGQgEKhAIACoHCAowk7j0CjCY4qIDMKXQvgY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIxMTAwOTAwMjk1NC0yNjA0MDjSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|才規畫打莫德納 兒童BNT又要來了 北市批：將帥無能累死三軍|台灣疫情升溫，本土確診病例再創新高，讓民眾紛紛預約打第三劑疫苗，從《超級星光大道》被發掘曾與賴銘偉組成《神木與瞳》的歌手黃美珍，昨(18日)透露第3劑打莫德納，8小時後竟出現7大副作用，讓她相當不舒服。黃美珍昨(18日)曬出帶著口罩及帽子的照片，整張臉只露出炯炯有神的大眼睛，接著表示：「今天來打莫德納第3劑，打針下去完全沒感覺？？還是我平常針灸已習慣」，還不忘開玩笑表示有「微醺感」，沒想到事隔8小時之後，整個情況180度大轉變，竟出現7大副作用「感覺要發燒、昏睡、頭痛、想吐、呼吸有一點不順，身體像有電療的感覺，然後手超痛」。        在 Instagram 查看這則貼文            黃美珍（@huang_may_jan）分享的貼文 對此，網友紛紛留言關切：「只能多休息～ 多喝水！躺平在床上最重要」、「我是頭暈和手部非常癢，忽冷忽熱」、「多喝水，和吃維他命C的水果和電解水，多休息」、「還是要多喝水唷，12小時左右就會有明顯感覺」、「第三劑莫德納才有狀況，手臂紅腫疼痛，每個人狀況不同」、「我昨天打，今天整個反應出來，全身痠痛，發燒，想睡覺，很不舒服」。黃美珍打完第3劑疫苗後出現7大副作用。（huang_may_jan IG）黃美珍過去透露10歲時因為戲水意外，導致左耳受創嚴重，聽力只剩2成，不過她表示感謝主帶給她的信仰，才能有樂觀面對的勇氣，換作以前的她早就崩潰了，更自勉能開心過日子，持續往前努力。★《中時新聞網》提醒您：因應新冠肺炎疫情，疾管署持續加強疫情監測與邊境管制措施， 如有疑似症狀，請撥打：1922專線，或 0800-001922， 並依指示配戴口罩儘速就醫，同時主動告知醫師旅遊史及接觸史，以利及時診斷及通報。王力宏傳出2招防堵李靚蕾 曝對前妻「心中無恨只剩害怕」張懸突宣布離婚 2年婚斷想看心理諮商青青被爆「已跟金主結婚」 爆料人查戶政資料：去年520登記|https://news.google.com/articles/CAIiEAdEjkH0Skrs20M7Of3towYqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDQyODAwNTM1MS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|家長急到爆氣 為何5歲以下小孩還沒疫苗打？美FDA 2大考量曝光|楊梅瑞塘市民活動中心外，午後人潮排到外面馬路邊。（蔡明亘攝）觀音廣福市民活動中心排隊人龍。（蔡明亘攝）桃園市今日開放25處莫德納疫苗接種站，年滿18歲民眾皆可施打第1、2與3劑，長者還送禮券和白米，因應疫情升溫，民眾施打意願增加，各處接種站一早湧現人潮，頂著大太陽等待接種，據衛生局統計，全市今共接種破4萬劑。楊梅勞動部勞動力發展署桃竹苗活動中心外，工作人員手上號碼牌飛快發出，現場有民眾早上就來排隊，但因太多人只能排到下午場，顯見莫德納打氣夯。另名彭姓民眾則說，先前開放高端時不太想打，對拿到較後面的號碼也尚可接受，因疫情爆發大家都想趕快打到疫苗。瑞塘市民活動中心外，午後人潮排到外面馬路，有人不耐炎熱撐起陽傘。有民眾指出，今日已來第3趟，前後排隊時間長達2小時，建議簡化流程，排太久對長輩而言也不太友善。現場工作人員則說，早上等候民眾太多，先發放部分下午場號碼牌，但有留一半數量給下午才來的民眾。據衛生局統計，全市今日共施打41047劑，其中第1劑占3588劑、第2劑占5345劑、追加劑占比最多共32108劑、基礎加強劑僅占6劑。25處接種站中，楊梅勞動部勞動力發展署桃竹苗活動中心、桃園五中市民活動中心及陽明運動公園接種人數最多。小孩確診家長竟隱瞞硬送幼兒園 桃園衛生局要查了！苗栗今＋194 苑裡、通霄與後龍鄉鎮確診數增加首批BNT兒童疫苗到貨量曝光 2千劑今抵台做檢驗|https://news.google.com/articles/CAIiEAMkkUh-g0az0P-0IUkKigkqGQgEKhAIACoHCAowk7j0CjCY4qIDMJK44gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUwOTAwMDAyMi0yNjA0MDjSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|最新疫苗救濟結果公布 彰化男打莫德納4天後亡 獲50萬賠償金|面對新型非洲變種病毒Omicron在國際延燒，屏縣府擔心農曆春節返鄉人潮會提高社區感染風險，稍早拍板定案從5日起至7日，凡在指定的6站施打莫德納疫苗即加碼送現金500元，外縣市人也可，每站限額300名，送完為止。屏縣衛生局表示，屏東首創在百貨公司及火車站設站施打莫德納疫苗，每日施打量持續增加，原訂只打到5日，但因成效良好，決定延長至7日，時間也從原先的下午3點或5點開始施打，提早到上午10點30開始，一直到晚上7點止。而為因應春節返鄉人潮帶來的社區感染危機，在屏東佛教會及東港東隆宮的捐款支持下，決定再加碼，從5日起至7日止，打莫德納疫苗就送500元現金，施打點除原來的屏東火車站、潮州火車站、環球購物中心、太平洋百貨外，又增加東港東隆宮及車城福安宮，共6個施打站。衛生局表示，民眾可在上午10點30分至12點30分、下午1點分至7點，隨到隨打，每站的前300名送500元現金，請大家邀集親友帶健保卡踴躍前往施打，第二劑要記得帶黃卡。台中知名宴會廳 疫後大洗牌新北打疫苗送百元禮券 65歲以上長者加碼送垃圾袋或米中研院實驗室染疫 本土加零破功|https://news.google.com/articles/CAIiEGb1_G-3hUD-if1Cx2Wfe8IqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDMxMzAwMjAyMC0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|莫德納接種量是BNT三倍 桃園八德靜思堂昨打2896人全市最多|莫德納成功研發新冠疫苗而大賺，公司高層也口袋賺滿滿。（示意圖/達志影像/shutterstock）這一、兩年爆發新冠疫情，不僅讓成功研發疫苗的生技大廠莫德納大賺一票，連公司高層也口袋賺飽飽。據證券申報文件顯示，莫德納執行長班塞爾（Stephane Bancel ）自2020年1月以來已出售280萬股股票，總價值約4.08 億美元（約台幣115億）。受惠新冠疫苗研發成功，莫德納股價跟著水漲船高，從2021年1月的100初頭美元一路狂飆，到8月中衝上497美元最高價、逼近500美元大關，短短半年多的時間，狂漲近5倍。CNBC報導，據莫德納證券申報文件，該公司執行長班塞爾自新冠疫情大流行（2020 年1 月）以來，已賣掉4.08億美元的公司股票，平均每周約360萬美元。在疫情開始之前，除了生技圈之外，外界並不熟知莫德納公司和其法國首席執行長。然而，隨著莫德納與美國國立衛生研究院（National Institutes of Health）合作，並在納稅人的支持下執行「蜂速行動」（Operation Warp Speed），迅速開發出兩劑新冠疫苗問世，成為突破性的成功案例。據美國疾病控制和預防中心（CDC）數據，莫德納疫苗現在是美國僅次於輝瑞的第二大最常用新冠疫苗，已接種超過2.09億劑。莫德納已成立12年，並於2018 年12月掛牌上市，去年大賺122億美元，其中新冠疫苗銷售額為 177 億美元，預計今年銷售額至少為190億美元。提高覆蓋率 桃26日加開長者疫苗接種 禮券、好米送提升疫苗覆蓋率「 這3類人」打疫苗中市加碼發500元現金國際首例！以色列打4劑效果曝 60歲長者重症降4倍|https://news.google.com/articles/CAIiEGmXcc6GIZt0ESFgdABOp_cqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDExNDAwMTg3Mi0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|首批BNT兒童疫苗到貨量曝光 2千劑今抵台做檢驗|疫情升溫，疫苗施打狀況也加溫，新竹市10日起3座大疫苗施打站也現大批人潮，光是上半天就累積施打了2947人。（陳育賢攝）疫情升溫，疫苗施打狀況也加溫，新竹市10日起3座大疫苗施打站也現大批人潮，光是上半天就累積施打了2947位民眾，其中有3成來自外縣市，市長林智堅前往疫苗站了解接種情形時也因應施打人潮，當場宣布11日起加開第4座稅務局站專責「莫德納」疫苗接種。林智堅表示，近期因應鄰近縣市陸續有本土確診發生，尤其桃竹生活圈緊密，竹市於上周六已先宣布各項防疫措施，包括醫院、長照機構停止探病，陪病者限1人，醫院美食街需使用防疫隔板等。另，即日起，各校園內師生用餐須用防疫隔板，在校都須全程戴口罩，且即日起至24日，市場賣場百貨停止試吃試用，共餐據點暫停，活動中心也暫停卡拉ok唱歌以及須脫下口罩進行的活動。林智堅說，面對疫情市府嚴陣以待，今起重新啟動3座大型疫苗施打站，分別是體育館施打站、中正市場施打站及慈濟靜思堂施打站，明起將再加開稅務局站（專責莫德納疫苗），呼籲所有民眾，不論是第3劑、或第2劑、第1劑，只要還沒打就盡速來施打，新竹市目前第1劑疫苗涵蓋率已達95.3％，第2劑為84.6％，分居全國第1、本島第1。衛生局表示，即日起至本周五，3座疫苗施打站分別為中正市場、體育館施打站、慈濟施打站，每天上午8點至11點、下午2點至5點提供莫德納、BNT疫苗（每日疫苗不同，前往前可先詢問）；明加開的稅務局站則專賣提供莫德納疫苗，均免預約、隨到隨打，不提供打疫苗送禮券活動。此外，竹市35間診所與5大醫院持續進行「接種1、2劑疫苗送禮券」活動，並提供AZ、BNT、莫德納疫苗，因每處施打疫苗不同，請民眾先向醫療院所預約。詳情可至疫苗資訊網查詢https://www.2021.hccg.gov.tw/。西堤群聚燒進學校 這一處足跡多 明起加開2採檢站1922預約第3劑截止 這廠牌最多人選1922第三劑疫苗預約今截止 北市下期加入時間出爐|https://news.google.com/articles/CAIiEBRIw8GdjUa2mnBg1GfV9gEqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUwNDAwMzI1Mi0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|黃美珍第3劑打莫德納疫苗「完全沒感覺」 8小時後曝7大副作用|南非變異株Omicron來勢洶洶，指揮中心拍板最快明年元旦國人開打第3劑疫苗，但屆時疫苗能否對抗新病毒？如何避免重演疫苗荒？指揮中心發言人莊人祥表示，明年度購買的2000萬劑莫德納疫苗，包含基礎型與次世代，明年初會陸續交貨；若莫德納針對Omicron成功開發出次世代疫苗，就會優先購買。國內昨日新冠肺炎本土、死亡個案持續+0，新增5例境外移入個案，介於20多歲至40多歲，分別自捷克、澳大利亞及荷蘭入境，入境日介於今年11月15日至11月29日。其中有3案突破性感染，接種廠牌BNT、科興及嬌生。截至目前，國內共累計1萬6601例確診、848例死亡。第3劑傾向打一半劑量衛福部傳染病防治諮詢會預防接種組（ACIP）日前做出共識，建議已打完2劑基礎劑者，在第2劑打完後6個月追加第3劑，首波就有26.3萬人符合條件。至於明年疫苗供貨如何避免重演今年疫苗缺口，莊人祥表示，明年簽訂的2000萬劑莫德納疫苗，包括基礎劑及次世代，預計明年初就會陸續交貨，每種疫苗都有特定交貨量。莊人祥還指出，只要莫德納有針對Omicron開發出次世代疫苗，就會優先購買。由於國外打第3劑莫德納疫苗，都是打一半劑量，莊人祥表示，未來莫德納疫苗供貨有基礎劑也有多價型，後者屬於次世代疫苗，要看接下來莫德納提供我國半量劑型或全量劑型，再決定怎麼打；若提供基礎型，傾向比照國際打一半劑量。專家：PCR、快篩仍有效而外媒報導，莫德納執行長班塞爾（Stephane Bancel）預測 ，現有疫苗對付Omicron變種病毒會「比前幾個病毒株更沒效果」，並預告製藥業者要花上幾個月才能大量生產專攻新變種病毒的疫苗。對此，莊人祥表示「這跟我聽到的不一樣」。根據他初步掌握，莫德納藥廠正在測試3種劑量，包含全劑量、多價型以及針對新變種病毒Omicron發展次世代疫苗，究竟有效無效，仍待驗證。哈佛大學公衛學院流行病學研究所博士李建璋則表示，目前國內採用的PCR篩檢和居家快篩試劑對Omicron都是有效的，由於Omicron感染者多是輕症，台灣不能只依賴邊境措施，民眾仍應提高警覺，打疫苗、戴口罩、居家快篩，「防疫三寶」仍是不可或缺。網酸「太早打疫苗沒禮券」 陳時中妙回：我也沒拿到防Omicron邊境不鬆綁 陳時中：再觀察2周蔣德綱快評》國安會完全在狀況外|https://news.google.com/articles/CAIiEJ5jy9Nn6tFH9v5bSm9bZc0qGQgEKhAIACoHCAowk7j0CjCY4qIDMPyL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDExOTAwMTM0MC0yNjA0MDTSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|桃園莫德納打氣夯！民眾頂艷陽排長龍 單日接種逾4萬劑|中央流行疫情指揮中心今(26)日表示，「COVID-19公費疫苗預約平臺」（https://1922.gov.tw/ ，以下簡稱預約平臺）第16期規劃提供「BNT疫苗與莫德納疫苗已接種第一劑間隔滿4週以上」，以及「AZ疫苗已接種第一劑間隔滿8週以上」對象第二劑接種，相關對象及期程說明如下：一、符合資格對象為11月25日中午12時前已意願登記(含混打)民眾，且符合下列任一條件：(一)BNT第二劑：11月4日(含)前已接種BNT第一劑18歲以上民眾[即2003/12/31(含)前出生]。(二)莫德納第二劑：11月4日(含)前已接種莫德納第一劑18歲以上民眾[即2003/12/31(含)前出生]。(三)AZ第二劑：10月7日(含)前已接種AZ第一劑18歲以上民眾[即2003/12/2(含)前出生]。(四)已接種第一劑AZ疫苗，第二劑混打BNT疫苗或莫德納疫苗：10月7日(含)前已接種AZ第一劑18歲以上民眾[即2003/12/2(含)前出生]。二、預約分流時程：(一)BNT 疫苗：11月29日上午10時至11月30日中午12時。(二)AZ、莫德納疫苗：11月29日下午2時至11月30日中午12時。三、施打時程：12月2日至12月8日。指揮中心說明，前述對象將於11月28日下午2時起，陸續收到提醒簡訊，請記得依預約分流時間進行預約；如為已接種第一劑AZ疫苗之民眾，請依欲選擇之第二劑疫苗種類分流時間，進行預約；預約當日如遇啟動流量管制亦請配合依序排隊耐心等候預約。後續將視疫苗供應期程調整接種場次，籲請民眾屆時準時前往接種。指揮中心另說明，為方便民眾接種COVID-19疫苗，除預約平臺外，指揮中心已開放地方政府指定/安排合約醫療院所或衛生所，提供AZ、莫德納、BNT、高端共4種疫苗第一、二劑，及已接種第一劑AZ疫苗，第二劑混打BNT或莫德納疫苗之接種服務，民眾無論是否完成意願登記(含混打)，均可向指定或安排的醫療院所或衛生所預約後接種。因此，考量國人第一劑疫苗涵蓋率已達七成以上，為加速提升第二劑疫苗完成率，第16期預約平臺僅提供第二劑疫苗預約，若民眾有第一劑疫苗接種需求，請利用前述管道預約接種。指揮中心提醒，18歲至未滿20歲民眾，如自行前往接種，請持家長簽具之意願同意書，若由家長陪同前往接種，請本人與家長於現場共同簽署意願同意書。此外，接種流感疫苗應與COVID-19疫苗間隔至少7天，請民眾前往接種COVID-19第二劑疫苗前，應備妥「COVID-19疫苗接種紀錄卡」及健保卡，並於接種前評估時說明過往疫苗接種史，以利醫生評估。指揮中心指出，平臺意願登記已於11月25日中午12時暫時關閉進行結算，將於11月26日下午4時起，重新開放意願及混打登記或修改。第1~3類民眾 接種第二劑新冠疫苗滿五個月可打第三劑擋Omicron 陳時中：6萬人今起可打第三劑賣場、百貨開放打疫苗 全聯被點名、微風和遠百願配合|https://news.google.com/articles/CAIiEFcjCBHz_OrHyXDNcuRT2KoqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDUwNDAwNTI4OC0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|打莫德納送現金！這縣市6施打站接種 每人發500元|當各國以為新冠肺炎疫情已進入後期，近日出現的新型變異株Omicron，引發全球對疫情復燃的擔憂，加上疫苗廠莫德納執行長Stephane Bancel受訪時坦言，現有疫苗很難對付Omicron需要數個月的時間才能大規模生產對抗Omicron的疫苗，負面消息再度引發投資人恐慌，美國道瓊期指一度暴殺逾600點。綜合外媒報導，Stephane Bancel表示，現有疫苗對Omicron的保護力數據還需要兩周時間才會出爐，且需要花費數個月的時間才能大規模生產對抗Omicron的疫苗，市場恐慌情緒蔓延，造成道瓊期指出現崩跌。此外，聯準會主席Jerome Powell也在周二表示，「Omicron可能會導致美國經濟和勞動市場的復甦趨緩，並使通貨膨脹的不確定性增加。」此外，Jerome Powell承認，推升通膨上揚的因素繼續存在，將會延續到明年。美股道瓊期指開盤時跌不到百點，但Stephane Bancel的發言使得跌勢擴大，一度暴跌逾600點，隨後跌幅才收斂至500點左右。Omicron偷襲全球 經濟又慘了？專家爆恐怖衝擊Omicron、通膨雙重夾擊毀經濟？專家最害怕這件事發生油價狂飆怎解？美官員奇葩想法被罵爆 台網友看完卻哭了|https://news.google.com/articles/CAIiEK0F48cP2HZ_muRg_CiheNoqGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIxMTIwNDAwMzM3OS0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|神操作！疫情爆發就狂賣自家股票 莫德納CEO暴賺百億出場|日本厚生勞動省28日證實，該國出現2名30多歲的男子在接種莫德納疫苗後死亡的意外。初步調查發現，這兩人都打到遭汙染的莫德納疫苗，而該批疫苗因發現有汙染物後現已暫停注射。不過，兩人死因是否與疫苗有關，仍有待進一步調查釐清。日本衛生官員在新聞稿中表示，這2人年約30多歲，其於8月接種第二劑莫德納疫苗，卻於注射後數日死亡。日本近日發現西班牙製造的3批莫德納疫苗，出現疑似金屬顆粒的汙染物，而兩人施打的疫苗恰好為這3批疫苗之中的兩劑。兩者是否存在關聯性，目前正調查之中。在代理商武田製藥發現部分疫苗裝瓶之中，發現汙染物的1個多星期後，日本已於26日正式暫停向全日本863個疫苗接種中心，運送總數達163萬劑的莫德納疫苗。不過，日本政府與莫德納公司強調，疫苗很安全，沒有任何問題，暫停施打只是一種預防性措施。厚生勞動省強調，估計已有17.6萬劑莫德納疫苗已施打。不過，由於新冠疫苗為肌肉注射，不容易產生血管阻塞問題，對健康損害也不大。考量到施打疫苗的好處遠大於壞處，還是呼籲民眾接種疫苗。但為了挽回民眾信心，已將這3個批次的批號公布，並強調會盡速查明真相以免被拒發生。日本媒體則報導，這三個批次批號分別為3004667、3004734、3004956；其中，3004667在開封前就發現有異物，故未施打。至於其他兩個批號則在7月下旬配送至863個接種點。文章來源：Two die in Japan after shots from suspended Moderna vaccines - Japan govt紐約州新州長上任就抓包 前色狼州長少報1.2萬人死於新冠3個月內確診數從破百降至個位數 德媒：4關鍵讓台灣辦到近7成台灣民眾仍觀望高端疫苗 德媒剖析免疫橋接|https://news.google.com/articles/CBMiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDMxODAwMzQyMi0yNjA0MTDSAUFodHRwczovL3d3dy5jaGluYXRpbWVzLmNvbS9hbXAvcmVhbHRpbWVuZXdzLzIwMjIwMzE4MDAzNDIyLTI2MDQxMA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
莫德納|疫情升溫 10日半天3000人接種 11日起新竹加開莫德納專站|中央核撥彰化莫德納疫苗2萬5000劑， 75歲以上長者接種第二劑莫德納已造冊、免預約。（彰化縣政府提供／吳敏菁彰化傳真）彰化縣長王惠美宣布中央核撥彰化莫德納疫苗2萬5000劑， 75歲以上長者接種第二劑默德納已造冊、免預約。（吳敏菁攝）彰化縣衛生局長葉彥伯表示，10月起，5種疫苗，分不同時間，天天開打。（吳敏菁攝）莫德納疫苗來了，中央17日彰化配發2萬5000劑，彰化縣長王惠美表示，75歲以上長者接種第二劑莫德納已造冊、免預約，22日起村里長發放通知，24日至25日周五和周六施打。彰化縣施打第一劑莫德納疫苗10萬人，連日來期待第二劑下落，等得心焦，今天王惠美宣布好消息，中央核撥莫德納到了，安排7月9日前已接種第一劑莫默德納疫苗且間隔10周以上的75歲長者造冊施打，敬請等候通知。接種請記得攜帶身分證、保健卡、通知單及接種意願書及疫苗接種卡（黃色小卡）。後續再精算，也許可以打到7月11日已接種第一劑。彰化縣衛生局長葉彥伯表示，第八期AZ疫苗接種人數8萬1076人，65歲以上間隔10周以上應接種第二季AZ長者，造冊通知共劑5萬1570人，1922預約平台1萬3218人，長照機構及洗腎病患接種AZ第二劑1萬6288人。高端預約平台分別在9月30日、10月2日施打，BNT預約平台9月27至29日。高中職國中校園BNT從9月23至10月8日流感疫苗也將於10月1日開打了，葉彥伯表示，10月起5種疫苗分不同時間，天天開打，希望配合流程，準時前往接種，不必早到，多種疫苗怕打錯，不同疫苗區分時段來施打，感謝醫護人員很辛苦，也懇請大家配合。再配發5.3萬劑莫德納 彰化68歲長者接種第二劑免預約北市75歲長者施打第二劑疫苗開跑 議員轟接種點太少、沒提供輪椅日本第3劑疫苗擬12月開打 逾百萬醫療人員優先|https://news.google.com/articles/CAIiEMc2hrVRkveD5rD-J99Hc38qGQgEKhAIACoHCAowk7j0CjCY4qIDMMKL4gY?uo=CAUiPWh0dHBzOi8vd3d3LmNoaW5hdGltZXMuY29tL3JlYWx0aW1lbmV3cy8yMDIyMDExMDAwMjQ1My0yNjA0MDXSAQA&hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
